iter	Logloss
300	0.1039924386
301	0.1037632962
302	0.1035225024
303	0.1032630423
304	0.1029248546
305	0.1027303602
306	0.1024235018
307	0.1022006039
308	0.1016529601
309	0.1010923074
310	0.1007946776
311	0.1005481621
312	0.09996559553
313	0.0996073861
314	0.09914975382
315	0.09886261641
316	0.09853870761
317	0.09832135186
318	0.09814152181
319	0.09797568173
320	0.09752715895
321	0.09725941216
322	0.09685217523
323	0.09658795993
324	0.09627012261
325	0.09604228025
326	0.09566094486
327	0.09535798396
328	0.09517358394
329	0.09493640464
330	0.09452072024
331	0.09388752313
332	0.09359486419
333	0.09347011939
334	0.0931055156
335	0.09286563619
336	0.09271527815
337	0.09258455399
338	0.0921424978
339	0.09182748051
340	0.09157409739
341	0.09124398937
342	0.09101841699
343	0.09074730806
344	0.09060983498
345	0.09034662649
346	0.09014557846
347	0.08976571749
348	0.08964497028
349	0.08918759639
350	0.08897304535
351	0.0886779702
352	0.08843754111
353	0.08802726818
354	0.08782202953
355	0.08757094984
356	0.08716597745
357	0.08690477176
358	0.08643798976
359	0.08611469513
360	0.08594786125
361	0.08560031316
362	0.0854109287
363	0.08527419595
364	0.08488840022
365	0.08459807627
366	0.08445780253
367	0.08426765575
368	0.08409725423
369	0.08377188386
370	0.08368338277
371	0.08348956329
372	0.08318894294
373	0.08302337505
374	0.0829105253
375	0.08265031841
376	0.08244106571
377	0.08228413516
378	0.08206632659
379	0.08187297164
380	0.08172178002
381	0.08158395548
382	0.08143800404
383	0.08130527769
384	0.08106686354
385	0.08091102769
386	0.08074937822
387	0.08064813803
388	0.08049511895
389	0.08021961194
390	0.08006595397
391	0.07977336796
392	0.07955730662
393	0.07933585984
394	0.07925615101
395	0.07912311621
396	0.07892626513
397	0.07873101805
398	0.07859165091
399	0.07838172343
400	0.07813351329
401	0.07798206785
402	0.07782139326
403	0.07751498295
404	0.0773005776
405	0.07709871561
406	0.07674595187
407	0.07654579786
408	0.07632470335
409	0.0760315754
410	0.07578665921
411	0.07546927515
412	0.07526748556
413	0.07497986902
414	0.07488737218
415	0.07474536837
416	0.07445608862
417	0.07429609911
418	0.07420597914
419	0.07398939363
420	0.0738461797
421	0.07373324865
422	0.07340697582
423	0.07325428806
424	0.07306478941
425	0.07283497547
426	0.07262943058
427	0.07224398305
428	0.07208924067
429	0.07193735192
430	0.07169820774
431	0.07150576449
432	0.07120301984
433	0.07096015246
434	0.07071754295
435	0.07046535157
436	0.07028545713
437	0.07018623285
438	0.06998568637
439	0.06973967267
440	0.06950327522
441	0.0693245851
442	0.06919844129
443	0.06882787643
444	0.06860552225
445	0.06843549331
446	0.06827913452
447	0.06807576899
448	0.06786563696
449	0.0676727336
450	0.06752414821
451	0.06730704751
452	0.06712536554
453	0.06698739285
454	0.06690434018
455	0.06667615646
456	0.06652489543
457	0.06634583615
458	0.06616881038
459	0.0659922208
460	0.06582749793
461	0.0657147036
462	0.06557093805
463	0.0654912286
464	0.06535811823
465	0.06519077092
466	0.06502133599
467	0.06474045024
468	0.06455796364
469	0.06434432853
470	0.06414194281
471	0.06395410965
472	0.0638925499
473	0.06380110904
474	0.06357595183
475	0.06328040046
476	0.06317029841
477	0.0630671404
478	0.06289943942
479	0.06265394663
480	0.06254808605
481	0.06243050083
482	0.06226481039
483	0.06204046899
484	0.0618411308
485	0.06163782879
486	0.06147822479
487	0.06117046007
488	0.06101705582
489	0.06085631788
490	0.06070345637
491	0.06048127762
492	0.06033930751
493	0.06023246835
494	0.06004097658
495	0.05982510791
496	0.05967785538
497	0.05950093369
498	0.05929622431
499	0.05914895233
500	0.05904554896
501	0.05892038899
502	0.05870549027
503	0.05853231641
504	0.05824700355
505	0.05809376409
506	0.05797280803
507	0.05773340185
508	0.0576206282
509	0.05746463135
510	0.05719253338
511	0.05703279284
512	0.05684120623
513	0.05668374315
514	0.05662297669
515	0.05651738884
516	0.05629278412
517	0.05618664588
518	0.0560046918
519	0.05584719723
520	0.05567876208
521	0.05544957859
522	0.05535466501
523	0.05517997204
524	0.05504176498
525	0.05497116689
526	0.05487541576
527	0.05473789281
528	0.05444644531
529	0.05437231036
530	0.05431990894
531	0.05416801702
532	0.05401062477
533	0.053855883
534	0.05377065167
535	0.0536459674
536	0.0535465837
537	0.05341416421
538	0.0532714689
539	0.05319741155
540	0.05305802866
541	0.052888275
542	0.05280588418
543	0.05264310834
544	0.05251123686
545	0.05229266201
546	0.05219136015
547	0.0519034964
548	0.05181006708
549	0.05166244936
550	0.05147857122
551	0.05136866404
552	0.05125239189
553	0.05117024776
554	0.05098248173
555	0.0508587221
556	0.0507689822
557	0.05064387432
558	0.05050396234
559	0.05033474666
560	0.05022811267
561	0.05011514564
562	0.04998639577
563	0.04981666929
564	0.04968303976
565	0.04958904088
566	0.04945413437
567	0.04921635709
568	0.04913971488
569	0.04893107134
570	0.04882360332
571	0.04872392578
572	0.04863125113
573	0.04853314565
574	0.04843080328
575	0.04837641851
576	0.04826060991
577	0.04807057979
578	0.04789123238
579	0.04778888245
580	0.04764122267
581	0.04753903558
582	0.04744522286
583	0.04735232844
584	0.04720377438
585	0.04709272851
586	0.04689858897
587	0.04673936468
588	0.04657578279
589	0.04638918449
590	0.04623784981
591	0.04615222821
592	0.04593795096
593	0.04584796463
594	0.04575507673
595	0.04566922876
596	0.04547005359
597	0.04531697547
598	0.04522615274
599	0.04513937301
600	0.04505156922
601	0.04496267011
602	0.04484407571
603	0.04467728644
604	0.04459737552
605	0.04452109851
606	0.04439244198
607	0.04427391479
608	0.04415600099
609	0.04398609846
610	0.04390260239
611	0.04381527412
612	0.04375764114
613	0.0436837373
614	0.04351873942
615	0.04329873688
616	0.04319956723
617	0.04305458627
618	0.04299758065
619	0.04281140904
620	0.04271905164
621	0.04260709089
622	0.04252940078
623	0.04245470058
624	0.04234631488
625	0.0422672408
626	0.04206484654
627	0.0419636001
628	0.04186870007
629	0.04179707397
630	0.04165920368
631	0.04160439486
632	0.04151146173
633	0.04141855192
634	0.04127697313
635	0.04118010751
636	0.04104659596
637	0.04098705133
638	0.04084306038
639	0.04069677419
640	0.04061196127
641	0.0405149168
642	0.0404238048
643	0.04033609224
644	0.0402369262
645	0.04016895555
646	0.04009282712
647	0.04003196239
648	0.03995863349
649	0.03988876939
650	0.03976195634
651	0.03968317434
652	0.03960007637
653	0.03951471254
654	0.03942150862
655	0.03928351965
656	0.03922338204
657	0.03914192915
658	0.03901857651
659	0.03888816395
660	0.03875513584
661	0.03867599992
662	0.03855922638
663	0.03845356489
664	0.03832747281
665	0.03818731415
666	0.03811266787
667	0.03803038175
668	0.03796222406
669	0.03791200333
670	0.03782412679
671	0.03770741695
672	0.03762318063
673	0.03753990389
674	0.03745206438
675	0.03738819839
676	0.03728161974
677	0.03716026884
678	0.03695836505
679	0.036868185
680	0.03679058436
681	0.03673768121
682	0.03665378951
683	0.03655854962
684	0.0365015653
685	0.03643378951
686	0.03638219327
687	0.036265428
688	0.03620179929
689	0.03616867306
690	0.0360519597
691	0.03594794066
692	0.03583227836
693	0.03574553496
694	0.03568955938
695	0.03557932167
696	0.03550469097
697	0.03543417444
698	0.03532613062
699	0.03522996108
700	0.03512223881
701	0.03506089689
702	0.03499472211
703	0.03493262438
704	0.03488706873
705	0.03481614064
706	0.0346963428
707	0.03463886114
708	0.03458446256
709	0.03453356335
710	0.03444065416
711	0.0343248657
712	0.03425419213
713	0.03422437956
714	0.03416098856
715	0.03410553381
716	0.03400050154
717	0.03393296039
718	0.03386548549
719	0.03379061655
720	0.03372520269
721	0.03364612932
722	0.0335790504
723	0.03353729
724	0.03347674032
725	0.03343655409
726	0.03333564065
727	0.03327237563
728	0.03318117751
729	0.03313511071
730	0.03307796108
731	0.03301828439
732	0.03291986035
733	0.03286375799
734	0.03277614045
735	0.03273179273
736	0.03266257289
737	0.03259500043
738	0.03245771298
739	0.03239813501
740	0.0323401656
741	0.03227547465
742	0.03222030706
743	0.03215916977
744	0.03209645936
745	0.03204670932
746	0.03199822878
747	0.03193523755
748	0.03188500477
749	0.03183379457
750	0.0317317368
751	0.03168155373
752	0.0316154028
753	0.031523273
754	0.03146769675
755	0.03140981515
756	0.03131615524
757	0.03126805723
758	0.03120523069
759	0.03110871417
760	0.03102136056
761	0.03094578261
762	0.03090039227
763	0.03079674977
764	0.03071289246
765	0.03065914852
766	0.03059918731
767	0.03051205901
768	0.03043515586
769	0.0303808427
770	0.03029647662
771	0.03020513139
772	0.03016909285
773	0.03011210783
774	0.02999663239
775	0.02993075666
776	0.02989283312
777	0.02983894331
778	0.02972828489
779	0.02966382875
780	0.02960716502
781	0.02953785597
782	0.02946170141
783	0.02941010895
784	0.02934886354
785	0.02929109173
786	0.02920492854
787	0.02916085109
788	0.02910422738
789	0.02905996104
790	0.02897059108
791	0.02889270663
792	0.02883115251
793	0.02878202851
794	0.02874720212
795	0.0286994379
796	0.02862491497
797	0.02857674904
798	0.02852182188
799	0.02847800001
800	0.02838467503
801	0.02833865425
802	0.02829469354
803	0.02825733297
804	0.02820566353
805	0.02813273413
806	0.02809111704
807	0.02804235762
808	0.02800723044
809	0.02789899711
810	0.02784644077
811	0.02780615258
812	0.02776623487
813	0.02767355045
814	0.0276196734
815	0.02757794986
816	0.02753267715
817	0.02746300924
818	0.02742962938
819	0.02731781133
820	0.027273512
821	0.02723149383
822	0.02719148409
823	0.02712207844
824	0.02704141251
825	0.02699525536
826	0.02695556533
827	0.02689262979
828	0.02685600691
829	0.02677012155
830	0.02669474885
831	0.02665667329
832	0.02663152791
833	0.02655329401
834	0.02651790501
835	0.0264455143
836	0.02639576364
837	0.02634662345
838	0.02630052753
839	0.02627938512
840	0.0262244438
841	0.02615504889
842	0.02609012497
843	0.0259937471
844	0.02594510645
845	0.02591238843
846	0.02585603077
847	0.02581925578
848	0.02577523674
849	0.02571684276
850	0.02561345575
851	0.02559354853
852	0.02554204211
853	0.02550469095
854	0.02543872521
855	0.02536752025
856	0.0253047275
857	0.02527662327
858	0.0252169055
859	0.02518092362
860	0.02514601145
861	0.02508846531
862	0.02504026472
863	0.02501265466
864	0.02495258172
865	0.02487620546
866	0.02483566883
867	0.02477571193
868	0.02473753643
869	0.02469251647
870	0.02462534809
871	0.02458702047
872	0.02455208613
873	0.02449550598
874	0.0244498628
875	0.02441760279
876	0.02439603263
877	0.02434893228
878	0.02431661043
879	0.02428878958
880	0.0242527228
881	0.02419266825
882	0.02414390856
883	0.02410641576
884	0.0240124987
885	0.02397737829
886	0.02393007137
887	0.02388290697
888	0.02386432293
889	0.0238364471
890	0.02380177291
891	0.02373911423
892	0.02368553542
893	0.02361604901
894	0.02355550381
895	0.02347236774
896	0.02342138821
897	0.02335919845
898	0.02330113825
899	0.02325903809
900	0.0232358517
901	0.02316698342
902	0.0231335051
903	0.02308789711
904	0.02304097096
905	0.02299673321
906	0.02294888312
907	0.02292127095
908	0.02289609821
909	0.02286352166
910	0.02283077233
911	0.02279066273
912	0.02275972705
913	0.02271244881
914	0.02266642354
915	0.02263399022
916	0.02256068419
917	0.0225430445
918	0.02250197525
919	0.02246827964
920	0.02242944061
921	0.02237415178
922	0.02233187478
923	0.02226709594
924	0.02223176175
925	0.02218736257
926	0.02215944256
927	0.0220825388
928	0.02203894399
929	0.02199874483
930	0.02196048689
931	0.02192325785
932	0.0218946533
933	0.0218810551
934	0.02184067084
935	0.02181434807
936	0.02177559719
937	0.02173506742
938	0.02169586513
939	0.02166258503
940	0.02162415255
941	0.02157799769
942	0.02151718249
943	0.02147968538
944	0.02145111267
945	0.02142226988
946	0.0213902036
947	0.02136169863
948	0.02132068631
949	0.02126175953
950	0.02121314501
951	0.02118003638
952	0.02109956337
953	0.02105943504
954	0.0210322098
955	0.02098497572
956	0.02094798852
957	0.02091323894
958	0.02089123347
959	0.02086238707
960	0.02082806268
961	0.02076761751
962	0.02071481096
963	0.02067322141
964	0.02063081728
965	0.02060768333
966	0.02056905474
967	0.02054504876
968	0.02051475513
969	0.02048462585
970	0.02045462325
971	0.02041590079
972	0.02039229959
973	0.02034300403
974	0.02031395564
975	0.02026709106
976	0.02023925262
977	0.02021352861
978	0.0201910522
979	0.0201348939
980	0.02006693495
981	0.02005742039
982	0.0200271894
983	0.01998946645
984	0.01996414556
985	0.01993101405
986	0.01990329015
987	0.01986941797
988	0.01984056391
989	0.01981112287
990	0.01977752693
991	0.01972996488
992	0.01970601872
993	0.01968252309
994	0.01966286485
995	0.01958111943
996	0.01955046184
997	0.01949831327
998	0.01944848044
999	0.0194277495
